cell_i,cell_j,x_m,y_m,status,recipe_id,local_gu,local_ra_um,local_rz_um,scratch_initial_um,scratch_residual_um,gu_pass,ra_pass,rz_pass,scratch_pass,all4_pass,clearcoat_pass,temperature_pass,reached,unsafe_geometry,validation_count,surface_revision,validated_revision,initially_pass_locked,rework_affected_ever,pass_count,cumulative_contact_time_s
0,63,0.001,0.127,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,64,0.001,0.129,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,65,0.001,0.131,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,66,0.001,0.133,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,67,0.001,0.135,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,68,0.001,0.137,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,69,0.001,0.139,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,70,0.001,0.14100000000000001,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,71,0.001,0.14300000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,72,0.001,0.145,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,73,0.001,0.147,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,74,0.001,0.149,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,75,0.001,0.151,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,76,0.001,0.153,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,77,0.001,0.155,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,78,0.001,0.157,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,79,0.001,0.159,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,80,0.001,0.161,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,81,0.001,0.163,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,82,0.001,0.165,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,83,0.001,0.167,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,84,0.001,0.169,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,85,0.001,0.171,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,86,0.001,0.17300000000000001,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,87,0.001,0.17500000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,88,0.001,0.177,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,89,0.001,0.179,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,90,0.001,0.181,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,91,0.001,0.183,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,92,0.001,0.185,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,93,0.001,0.187,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,94,0.001,0.189,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,95,0.001,0.191,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,96,0.001,0.193,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,97,0.001,0.195,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,98,0.001,0.197,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,99,0.001,0.199,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,100,0.001,0.201,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,101,0.001,0.203,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,102,0.001,0.20500000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,103,0.001,0.20700000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,104,0.001,0.209,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,105,0.001,0.211,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,106,0.001,0.213,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,107,0.001,0.215,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,108,0.001,0.217,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,109,0.001,0.219,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,110,0.001,0.221,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,111,0.001,0.223,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,112,0.001,0.225,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,113,0.001,0.227,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,114,0.001,0.229,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,115,0.001,0.231,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,116,0.001,0.233,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,117,0.001,0.23500000000000001,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,118,0.001,0.23700000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,119,0.001,0.23900000000000002,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,120,0.001,0.241,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,121,0.001,0.243,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,122,0.001,0.245,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,123,0.001,0.247,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,124,0.001,0.249,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,125,0.001,0.251,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,126,0.001,0.253,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,127,0.001,0.255,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,128,0.001,0.257,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,129,0.001,0.259,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,130,0.001,0.261,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,131,0.001,0.263,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,132,0.001,0.265,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,133,0.001,0.267,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,134,0.001,0.269,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,135,0.001,0.271,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,136,0.001,0.273,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,137,0.001,0.275,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,138,0.001,0.277,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,139,0.001,0.279,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,140,0.001,0.281,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,141,0.001,0.28300000000000003,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,142,0.001,0.28500000000000003,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,143,0.001,0.28700000000000003,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,144,0.001,0.289,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,145,0.001,0.291,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,146,0.001,0.293,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,147,0.001,0.295,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,148,0.001,0.297,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,149,0.001,0.299,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,150,0.001,0.301,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,151,0.001,0.303,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,152,0.001,0.305,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,153,0.001,0.307,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
0,154,0.001,0.309,PASS_LOCKED,synthetic_contract_demo,78.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,False,1,0,0,True,False,0,0.0
